OBJECTID,Postleitzahl,note,Einwohner:Innen,Gebietgröße in km²,Shape__Area,Shape__Length
3580,18375,18375 Prerow a. Darß,3462,82.672347,243591793.40625,107512.556934577
3581,18461,"18461 Franzburg, Richtenberg, u.a.",4281,123.783829,360306796.935547,136104.354134886
3582,18507,18507 Grimmen,10114,50.549488,146710641.355469,80961.7881006526
3583,18374,18374 Zingst a. Darß,3120,50.093062,147621538.287109,114888.02975627
3584,18519,18519 Miltzow u.a.,5255,160.525733,467396570.636719,108997.776369431
3585,18510,18510 Wittenhagen,3574,95.27624,277427661.991211,107499.742781047
3586,18469,18469 Velgast,2105,84.62885,247427239.864258,106379.83928695
3587,18445,18445 Prohn,7181,121.584147,357452806.755859,162698.736726544
3588,18442,"18442 Niepars , Groß Kordshagen,Jakobsdorf, Lüssow, Pantelitz, Steinhagen, Wendorf",8375,181.649454,531426068.666992,188532.395857756
3589,18347,18347 Dierhagen,3401,40.016107,117234561.513672,103847.235815536
3590,18516,18516 Rakow,4110,149.710364,433509210.972656,127913.198175258
3591,18439,18439 Stralsund,14996,17.377326,50825995.4736328,68100.0327389043
3592,18435,18435 Stralsund,25370,6.669145,19552670.1035156,22748.3952418975
3593,51065,51065 Köln,21400,2.663187,6704333.17236328,13355.0075963944
3594,51143,51143 Köln,23123,15.270813,38287250.6318359,33154.0403724818
3595,51145,51145 Köln,25894,6.703767,16824480.1582031,19528.3609234876
3596,51067,51067 Köln,27232,5.702757,14362930.5581055,20484.492547223
3597,51069,51069 Köln,31587,20.421621,51490597.2612305,49752.2724645171
3598,51147,51147 Köln,22992,31.974578,80201371.6933594,49355.9776053999
3599,51149,51149 Köln,21575,15.289389,38408354.53125,34134.0898163052
3600,51061,51061 Köln,30678,16.459939,41507996.112793,40241.0844448282
3601,51103,51103 Köln,36171,5.029845,12655282.8222656,21235.8309334974
3602,51109,51109 Köln,28435,12.493214,31437709.2905273,31227.445574232
3603,51105,51105 Köln,27095,7.860509,19756993.1992188,23267.7050900931
3604,51063,51063 Köln,33955,6.618782,16671353.1079102,24066.9236778766
3605,50667,50667 Köln,4795,1.274894,3207116.00976563,12486.5298829386
3606,50933,50933 Köln,17885,7.287737,18334932.3325195,24803.0075689751
3607,50999,50999 Köln,18839,9.765602,24500302.215332,25552.3780098717
3608,50827,50827 Köln,27209,5.642563,14211750.8964844,23919.1111714411
3609,50739,50739 Köln,26153,6.794966,17124000.0019531,29402.0089934819
3610,50672,50672 Köln,9583,1.091933,2747278.40820313,11209.5673790783
3611,50859,50859 Köln,22027,9.940109,25019612.3564453,32460.1788141081
3612,50679,50679 Köln,15197,5.415379,13621944.6811523,18368.2339393466
3613,50939,50939 Köln,14507,2.348656,5900443.63964844,15743.2774506249
3614,50825,50825 Köln,25907,3.577679,9005782.15332031,20346.3507664585
3615,50737,50737 Köln,18744,7.130573,17978700.9770508,27573.3477814386
3616,50677,50677 Köln,12923,1.063562,2673520.52978516,8692.64047383949
3617,50996,50996 Köln,15002,8.70933,21857138.6230469,26404.9484215607
3618,50678,50678 Köln,17874,1.460062,3670511.77929688,10595.1097250635
3619,50670,50670 Köln,17303,1.887324,4750100.89990234,15641.7045699628
3620,50937,50937 Köln,26066,4.267387,10722659.0791016,22793.4385399988
3621,50858,50858 Köln,23454,9.133309,22960422.9189453,25289.4560455156
3622,50767,50767 Köln,16821,5.882485,14838210.925293,23236.0972757503
3623,50676,50676 Köln,14676,1.370259,3445923.84814453,12253.3152921263
3624,50823,50823 Köln,29057,2.488378,6263000.38085938,14444.5667572948
3625,50735,50735 Köln,30800,14.742605,37167610.3452148,44186.2690285198
3626,50668,50668 Köln,11765,1.591028,4004339.27246094,14008.2140934703
3627,50969,50969 Köln,19996,3.960429,9948959.87402344,16957.1321737908
3628,50829,50829 Köln,18994,13.868964,34940545.5371094,39457.093183524
3629,50765,50765 Köln,30471,16.618713,41949236.2246094,43876.2495181167
3630,50935,50935 Köln,16884,5.142317,12926609.1865234,19407.0155283418
3631,50769,50769 Köln,31663,44.327505,112018978.748047,82072.905413133
3632,50733,50733 Köln,34574,3.070527,7732711.6484375,14317.0164860582
3633,50674,50674 Köln,17561,1.426352,3587178.29492188,11322.2512025777
3634,50931,50931 Köln,15618,2.414659,6072548.21044922,13203.304439738
3635,50127,50127 Bergheim,18616,19.591489,49271434.394043,47426.1659448138
3636,12435,12435 Berlin Alt-Treptow,16319,3.938399,10587354.4677734,17793.8285685929
3637,50129,50129 Bergheim,21118,50.462233,127156725.915039,65185.5119281588
3638,50169,50169 Kerpen,23066,28.241477,70858861.0473633,58233.8282014207
3639,50170,50170 Kerpen,21609,38.265686,96020883.2363281,72001.1215764426
3640,50171,50171 Kerpen,18597,47.447078,118955612.62207,58060.6738898533
3641,52353,52353 Düren,25000,31.463377,78769604.480957,50143.834853626
3642,12487,12487 Berlin,18147,6.432041,17255374.9912109,18797.3053056853
3643,52351,52351 Düren,25832,13.24243,33103720.6025391,33342.2584475106
3644,20537,20537 Hamburg,16495,3.433468,9714361.52197266,15575.1214270428
3645,52349,52349 Düren,14672,6.667461,16669638.675293,24284.698312699
3646,12489,12489 Berlin Teltowkanal III,15233,6.169691,16545823.3476563,18640.4996697947
3647,12589,12589 Berlin Rahnsdorf,9223,21.393296,57384603.9423828,47694.1372520597
3648,52355,52355 Düren,23203,33.641062,84027696.277832,54288.9732357815
3649,53840,53840 Troisdorf,23705,9.23243,23104347.421875,26929.5536115694
3650,20354,20354 Hamburg,2273,1.285909,3639927.81640625,10523.1281923232
3651,53842,53842 Troisdorf,23720,32.757165,82071896.7197266,49174.8022354668
3652,53844,53844 Troisdorf,24936,19.848321,49622814.4458008,38666.043169433
3653,53123,53123 Bonn,23096,7.700009,19186686.7836914,27169.196770342
3654,53127,53127 Bonn,14030,7.65519,19065211.5703125,22599.3092385303
3655,53121,53121 Bonn,15556,5.594238,13950604.6269531,22382.823248637
3656,53113,53113 Bonn,10036,4.083827,10178681.4482422,21789.3236049066
3657,53115,53115 Bonn,17685,3.701835,9227654.95410156,23208.0269706688
3658,53119,53119 Bonn,19928,3.63546,9070825.85253906,21836.6826569639
3659,53117,53117 Bonn,21650,7.204297,17983880.8564453,27141.3870764095
3660,53225,53225 Bonn,22596,9.735617,24299991.6357422,30018.0763768992
3661,53229,53229 Bonn,24415,13.152139,32811777.8808594,39575.2369604455
3662,53227,53227 Bonn,17519,10.102823,25184722.3491211,33899.68923337
3663,53175,53175 Bonn,19609,9.864878,24564255.2290039,30726.7493519629
3664,53173,53173 Bonn,11860,2.434996,6061253.98144531,18071.3811634438
3665,53179,53179 Bonn,16953,7.536468,18738541.6025391,29494.2787336372
3666,53125,53125 Bonn,14981,25.207482,62690309.4174805,46018.7514013298
3667,53177,53177 Bonn,20883,17.887581,44489765.6274414,34552.7696026351
3668,18609,18609 Binz,5206,23.863495,70228330.2626953,84504.9165595469
3669,18528,18528 Bergen/ Rügen,17820,191.979162,565528438.149414,252379.837977441
3670,38304,38304 Wolfenbüttel,18427,36.224422,96090738.1171875,53838.5915681072
3671,38300,38300 Wolfenbüttel,13545,10.191677,27044063.7827148,33149.8334590174
3672,38302,38302 Wolfenbüttel,19775,32.042739,85143194.5239258,56493.7634801344
3673,17509,17509 Lubmin,8794,180.056006,521541866.225586,151649.564022965
3674,17506,17506 Gützkow,3882,83.273646,239579248.560547,89839.079386665
3675,17498,17498 Neuenkirchen,10225,207.760323,601535374.446289,223578.842231263
3676,17392,17392 Spantekow,3290,170.346787,485810708.860352,147293.797545522
3677,17495,17495 Karlsburg,5027,127.421474,367365381.192383,117946.336732652
3678,17493,17493 Greifswald,10128,23.614167,68440067.0419922,85653.7244919052
3679,17491,17491 Greifswald,20768,7.648377,22141896.1992188,26492.2358868883
3680,17398,17398 Ducherow,4156,177.088774,505274477.420898,144138.90418782
3681,17391,17391 Krien u.a.,3497,168.810552,483267598.94043,145458.008464484
3682,17390,17390 Klein Bünzow,3533,181.84735,522258043.020508,129777.180244141
3683,17489,17489 Greifswald,24604,19.53258,56579365.4189453,50087.2253253073
3684,17389,17389 Anklam,13107,56.326758,161182712.299805,87620.0688774806
3685,24975,"24975 Husby, Hürup, Ausacker, Tastrup",5186,56.527001,169529434.008301,73071.4431258216
3686,24991,24991 Großsolt,3413,40.540595,121296784.509277,64762.083190011
3687,24963,24963 Tarp,6159,32.038883,95622406.6767578,50634.528826108
3688,24850,"24850 Schuby, Lürschau und 
Hüsby",4487,49.312195,146183333.900391,66159.2894984749
3689,24864,"24864 Brodersby, Goltoft",762,13.45114,39905343.3803711,31946.9897689986
3690,24994,24994 Medelby,2298,77.911781,234422978.79834,66935.3748573833
3691,24969,"24969 Großenwiehe, Lindewitt",4915,84.037554,251297746.105957,84414.24491547
3692,24803,24803 Erfde,2301,47.100143,138196693.652344,63278.0481314043
3693,24980,"24980 Schafflund, Meyn u.a.",5266,74.795133,224274833.280762,81046.5108301378
3694,24852,"24852 Eggebek, Langstedt, Sollerup, Süderhackstedt",4060,52.75896,157026320.770996,81350.7939043443
3695,24799,"24799 Meggerdorf, Friedrichsholm, Friedrichsgraben, Christiansholm, Königshügel",1601,53.538185,157210344.769531,84464.4817387641
3696,24992,24992 Jörl,1247,34.293386,102192469.838867,47094.6096953372
3697,23816,23816 Leezen,3758,39.539284,113534280.565918,53774.5217849374
3698,17111,17111 Demmin u.a.,7742,360.766279,1033807701.33594,274812.352242703
3699,17087,17087 Altentreptow,5688,53.132003,151083527.628906,74590.2388186767
3700,17129,17129 Bentzin,4114,140.645118,403601044.623047,137625.419417746
3701,17089,17089 Burow,4833,191.889007,547336948.201172,155804.615049542
3702,17139,17139 Malchin,11352,261.531043,744971499.946289,194343.321534472
3703,17091,17091 Rosenow,6496,259.54263,736855528.265625,178416.930938354
3704,17153,17153 Stavenhagen u.a.,10034,216.809695,616133933.738281,143557.714515922
3705,17121,17121 Loitz,6464,170.426451,491563302.177734,134863.333031592
3706,17154,17154 Neukalen,1918,48.194397,137933535.136719,63959.8663391292
3707,17126,17126 Jarmen,3133,32.226497,92528815.5478516,62817.0908464045
3708,17159,17159 Dargun,4557,118.18217,339694192.202148,112320.521562467
3709,17109,17109 Demmin,11750,82.173133,236229703.818359,91379.2932851649
3710,42653,42653 Solingen,17703,11.533408,29345657.0390625,28073.7704141008
3711,46485,46485 Wesel,22751,38.444169,99781865.21875,52521.4574651141
3712,46483,46483 Wesel,21308,6.468344,16787088.9824219,20509.1396761687
3713,17213,17213 Malchow u.a.,8783,138.415843,389420273.885742,116824.809309575
3714,17214,17214 Nossentiner Hütte,1593,95.276904,269066726.973633,78710.9560417948
3715,17217,17217 Penzlin,4897,136.535022,385061604.495117,112727.465325006
3716,17194,"17194 Grabowhöfe, Moltzow u.a.",4430,269.102998,762093280.106445,196340.738021906
3717,17219,17219 Möllenhagen,2299,76.899797,216935336.272461,87660.3403062504
3718,17248,17248 Rechlin,2711,122.758675,343272623.668945,128961.859930682
3719,17207,17207 Röbel/Müritz,6814,121.715667,341106981.583008,132754.87971651
3720,17192,17192 Waren/ Müritz,26208,394.067467,1111160988.9834,204397.768966869
3721,38642,38642 Goslar,16886,8.392959,22036905.671875,47520.9941776389
3722,37444,37444 St. Andreasberg,1744,72.563366,188876698.008301,68100.8515053932
3723,38707,38707 Clausthal-Zellerfeld,1884,67.027187,175220457.033691,84085.061520164
3724,38640,38640 Goslar,17634,7.423281,19485497.7983398,32110.3662686741
3725,39218,39218 Schönebeck,30267,58.79478,154972976.719727,73198.3461420751
3726,17034,17034 Neubrandenburg,19510,15.606982,44125275.7060547,30938.7016547705
3727,17036,17036 Neubrandenburg,15124,11.694292,33018025.1777344,27289.0732278574
3728,17098,17098 Friedland,7236,141.944573,402700583.453125,167786.976847194
3729,17349,17349 Groß Miltzow,3328,164.343885,463558879.861328,158064.222320965
3730,17235,17235 Neustrelitz,20435,142.981354,399930941.5625,123037.660331555
3731,17039,"17039 Sponholz, Neunkirchen u.a.",8939,223.067676,631794891.782227,221329.399485356
3732,17099,"17099 Friedland, Galenbeck, Datzetal",2148,133.874975,379683591.044922,159684.219732323
3733,17252,17252 Mirow,4620,186.086525,519168732.029297,164000.604713669
3734,17255,17255 Wesenberg,4182,154.858622,431110128.821289,172660.781830164
3735,17348,17348 Woldegk,4834,164.608268,462728720.303711,128184.147327489
3736,17033,17033 Neubrandenburg,29467,58.781416,165880839.394531,106158.755580687
3737,17258,17258 Feldberger Seenlandschaft,4591,201.324412,562715354.479492,165452.499889689
3738,49536,49536 Lienen,8677,73.352488,194482034.521484,75132.9346626723
3739,52223,52223 Stolberg (Rhld.),20865,17.364484,43304096.2695313,36444.6611645679
3740,52224,52224 Stolberg,14426,66.823488,166610062.462891,84771.2626892587
3741,37539,"37539 Bad Grund, Gittelde, Windhausen, Eisdorf, Badenhausen, Willensen, Teichhütte",9038,41.241882,107686247.222168,67755.5240114033
3742,37412,"37412 Herzberg, Elbingerode, Hörden",14998,82.317181,213571324.089355,121500.042432396
3743,17329,"17329 Krackow, Nadrensee, Lebehn",944,61.784889,172626592.889648,80156.7711436319
3744,17358,17358 Torgelow,10160,97.039379,274772813.897461,125791.303026838
3745,17279,17279 Lychen,3294,111.809303,310844212.228516,129075.221219119
3746,13599,13599 Berlin Haselhorst,13720,7.356836,19835807.1621094,30641.2257295092
3747,13505,13505 Berlin Tegel,6368,10.459622,28248252.1074219,27161.4569490299
3748,13595,13595 Berlin Wlhelmstadt,19966,5.300639,14269049.1425781,20527.8818156839
3749,55122,55122 Mainz,23838,5.144961,12449234.1967773,19121.5009322655
3750,13597,13597 Berlin Spandau,8490,5.801039,15626847.5410156,22788.7860789632
3751,13589,13589 Berlin Falkenhagener Feld,21103,6.910882,18642088.4433594,20162.9670368183
3752,13503,13503 Berlin Tegel,17113,16.803582,45439360.1367188,33004.9778502508
3753,13591,13591 Berlin Staaken,26815,9.010221,24281589.1689453,29823.5114411561
3754,13593,13593 Berlin Wilhelmstadt,20185,4.554867,12263739.6601563,23439.5757363928
3755,13509,13509 Berlin Reinickendorf,15967,4.545075,12277067.7109375,21651.6585369231
3756,13507,13507 Berlin Tegel,22195,8.85193,23897378.2773438,30759.2832057889
3757,13581,13581 Berlin Spandau,14355,3.947103,10634933.6699219,18978.220368678
3758,13585,13585 Berlin Spandau,20238,2.686093,7242635.1796875,18018.2208518864
3759,13583,13583 Berlin Spandau,20761,2.352556,6342274.63574219,14108.0733281496
3760,46045,46045 Oberhausen,28290,3.968866,10214169.9863281,16170.5397064986
3761,13587,13587 Berlin Hakenfelde,20108,17.499517,47249215.2314453,38184.6820383129
3762,14770,14770 Brandenburg/ Havel,22112,16.146136,43283351.2998047,30432.6011097274
3763,13437,13437 Berlin Reinickendorf,14481,4.304659,11628097.1796875,28531.846299198
3764,14669,14669 Ketzin,6345,94.413335,254124522.020508,95911.4557987052
3765,14641,14641 Nauen,26771,387.002457,1046949530.6377,251568.67936831
3766,13439,13439 Berlin Märkisches Viertel,19016,2.18526,5904978.46386719,17545.778684319
3767,13403,13403 Berlin Reinickendorf,26703,3.527485,9521575.39648438,23448.2410299383
3768,15232,15232 Frankfurt (Oder),10140,2.248923,5995028.3671875,12230.5133890779
3769,15236,"15236 Treplin, Jacobsdorf, Frankfurt (Oder)",15343,119.195899,317761356.572266,148287.957206452
3770,13409,13409 Berlin-West,26581,2.619762,7069187.58203125,14332.3118820481
3771,13407,13407 Berlin-West,24022,4.413208,11911315.2509766,26197.7166869095
3772,20097,20097 Hamburg,1690,1.965846,5561295.43896484,10775.4647837758
3773,13405,13405 Berlin Wedding,4826,7.941947,21423127.5888672,24936.7752660392
3774,13435,13435 Berlin Märkisches Viertel,17011,2.066132,5584000.87792969,15013.0460767731
3775,13467,13467 Berlin Hermsdorf,15265,5.7573,15571227.4794922,24481.4489809317
3776,21527,21527 Kollow,589,6.315968,17796927.8588867,18935.4920157701
3777,13465,13465 Berlin-Frohnau,16865,8.005162,21673662.5595703,28235.2279698167
3778,13469,13469 Berlin Lübars,16156,7.647295,20677300.9228516,33236.0588853466
3779,13629,13629 Berlin Siemensstadt,11830,6.027052,16245969.9521484,29843.4702714643
3780,13627,13627 Berlin Charlottenburg-Nord,17126,4.84935,13069696.8183594,19198.7150770948
3781,13355,13355 Berlin Wedding,21464,1.7118,4613527.60058594,10427.6057491062
3782,13357,13357 Berlin Gesundbrunnen,25833,1.978774,5335167.60546875,13271.1471043126
3783,13347,13347 Berlin Wedding,27115,1.642755,4429010.79589844,17278.8330620721
3784,21227,21227 Bendestorf,2235,4.008552,11228377.7524414,16882.3831491319
3785,13351,13351 Berlin Wedding,14173,2.616893,7056110.02539063,14421.1845967552
3786,38838,38838 Huy,4201,84.093981,221521920.26123,84028.0243694622
3787,38889,"38889 Blankenburg, Oberharz am Brocken",18658,134.821601,351830380.19873,148943.03584986
3788,13353,13353 Berlin Wedding,24259,3.043125,8201888.4140625,18193.531752416
3789,16278,16278 Angermünde,14855,337.598086,930473220.083984,212723.502718434
3790,13349,13349 Berlin Wedding,12330,1.48609,4008330.68945313,12983.7545544857
3791,06469,06469 Seeland,1836,9.607639,25099127.4458008,28099.5071841972
3792,13359,13359 Berlin Gesundbrunnen,22161,1.712064,4618057.99511719,13132.6888917022
3793,13159,13159 Berlin Blankenfelde,1759,10.936737,29583341.9082031,30589.5057357869
3794,06449,06449 Aschersleben,30552,198.514255,517675966.980957,171191.599514701
3795,13129,13129 Berlin Blankenburg,6471,7.634515,20620411.0410156,25110.1518266351
3796,06406,06406 Bernburg (Saale),35048,113.875239,296934600.976074,129964.155329468
3797,13187,13187 Berlin Pankow,30146,3.329674,8985093.2578125,18149.0137487523
3798,13125,13125 Berlin Buch,31379,24.077649,65157812.4609375,47213.4129253061
3799,13156,13156 Berlin Niederschönhausen,26467,5.790938,15636094.0371094,22570.9216834478
3800,13189,13189 Berlin Pankow,25951,2.490952,6720069.6796875,16888.8005673487
3801,06130,06130 Halle/ Saale,12688,3.328744,8556578.74511719,15599.0899693332
3802,13127,13127 Berlin Französisch Buchholz,19255,15.05452,40714781.2792969,39021.6328675993
3803,13158,13158 Berlin Rosenthal,17234,6.923554,18703663.9990234,28427.4111694197
3804,13051,13051 Berlin Neu-Schönhausen,21820,7.219665,19491132.4511719,24902.874373639
3805,13057,13057 Berlin Falkenberg,16106,4.71243,12715952.9912109,18570.495888206
3806,13059,13059 Berlin Wartenberg,14495,6.383668,17233147.1044922,17150.8434962568
3807,06110,06110 Halle/ Saale,28584,4.233497,10890608.3085938,19196.4986290287
3808,13088,13088 Berlin Weißensee,24071,6.947109,18737495.1914063,28527.5786729731
3809,06122,06122 Halle/ Saale,15337,2.093937,5390402.72460938,11935.3300519579
3810,13053,13053 Berlin Alt-Hohenschönhausen,18486,6.394543,17238394.6748047,29514.6957811193
3811,13089,13089 Berlin Heinelsdorf,6240,3.888743,10493965.9248047,15828.5394312413
3812,13055,13055 Berlin Alt-Hohenschönhausen,27928,3.268525,8807545.44433594,16480.7802784442
3813,13086,13086 Berlin Weißensee,24110,3.319886,8952978.83984375,15804.5370026785
3814,04158,04158 Leipzig,13979,28.909835,74134634.2128906,48784.4392409212
3815,10787,10787 Berlin Tiergarten,5613,1.446408,3892435.88867188,12157.9957407374
3816,10781,10781 Berlin Schöneberg,11956,0.711603,1913741.72265625,8022.01079016084
3817,10783,10783 Berlin Schöneberg,11151,0.636072,1710819.1171875,8798.9840348282
3818,10785,10785 Berlin Tiergarten,10438,3.05705,8226257.30957031,15576.0073390532
3819,10777,10777 Berlin Wilmersdorf,12267,0.691373,1859683.54785156,8992.87072341096
3820,10779,10779 Berlin Schöneberg,9214,0.519219,1396283.37792969,7079.9732930173
3821,10717,10717 Berlin Wilmersdorf,14042,0.822949,2212966.75,7637.02133050033
3822,10719,10719 Berlin Wilmersdorf,8869,0.879055,2364709.31445313,10621.0449699315
3823,10707,10707 Berlin Wilmersdorf,11116,0.855201,2300328.11816406,9361.72706302257
3824,10585,10585 Berlin Charlottenburg,12688,0.773325,2081873.8046875,12145.1319174667
3825,10589,10589 Berlin Charlottenburg,12958,1.826626,4920193.80078125,9358.84335609888
3826,10625,10625 Berlin Charlottenburg,10488,0.632379,1701974.05566406,9144.18694467715
3827,10587,10587 Berlin Charlottenburg,11007,1.457804,3925093.22851563,14961.290475556
3828,10623,10623 Berlin Charlottenburg,5742,1.175006,3162261.0234375,13309.202445979
3829,10627,10627 Berlin Charlottenburg,11179,0.722515,1944454.31640625,9190.3548246447
3830,10629,10629 Berlin Charlottenburg,11420,0.640276,1722713.59667969,8732.23884215293
3831,10559,10559 Berlin Moabit,14796,1.235278,3327602.64453125,11935.9348603167
3832,10557,10557 Berlin Moabit,16266,3.751963,10104074.2841797,19588.2010664675
3833,10555,10555 Berlin Moabit,15880,0.970945,2614558.23339844,9208.02802108825
3834,10553,10553 Berlin Moabit,8986,1.60221,4316215.484375,10906.951689004
3835,10551,10551 Berlin Moabit,16424,1.003691,2703864.23144531,8787.33063448501
3836,06366,06366 Köthen,24439,26.938361,70147711.8066406,37196.0672474596
3837,10117,10117 Berlin Mitte,12217,3.408939,9177196.2421875,19426.4805529277
3838,10119,10119 Berlin Mitte,16363,0.977391,2632807.15332031,10701.3347596391
3839,10115,10115 Berlin Mitte,20313,2.393948,6449229.69824219,19581.347023319
3840,10179,10179 Berlin Mitte,18664,2.175681,5855699.90234375,16721.6753275765
3841,01996,01996 Senftenberg,1814,15.393483,39503485.0996094,34180.226085056
3842,10178,10178 Berlin Mitte,12167,1.861724,5012828.38476563,19418.7166794527
3843,01994,01994 Schipkau,2090,24.11243,62157093.2773438,41313.3255905542
3844,10963,10963 Berlin Kreuzberg,12398,1.478856,3978226.08007813,10463.3167815887
3845,01998,01998 Schipkau,1311,17.573242,45272213.1738281,33810.3345127536
3846,10997,10997 Berlin Kreuzberg,23800,1.571859,4228335.29589844,10633.2478375235
3847,01819,01819 Bahretal,2232,36.534744,91467477.4453125,68699.5170006525
3848,01847,01847 Lohmen,3148,25.980058,65318697.2158203,64547.5543444004
3849,01844,01844 Neustadt i. Sa.,13336,83.287385,209813484.990234,87233.5931201623
3850,01824,01824 Königstein/Sächs.Schw.,6474,112.335721,281133710.865234,121207.859271679
3851,01848,01848 Hohnstein,3513,64.807998,162875721.414063,86814.0269228987
3852,01737,01737 Tharandt u.a.,7036,77.309764,194352800.689453,95819.9704845988
3853,01825,01825 Liebstadt,1435,37.444999,93673822.5712891,67127.3140459859
3854,10969,10969 Berlin Kreuzberg,25382,1.982485,5333476.88378906,12612.6362029813
3855,01468,01468 Moritzburg,8215,46.555329,117995171.085938,91269.4311758146
3856,10965,10965 Berlin Kreuzberg,17854,3.079776,8279176.99902344,23802.3903100829
3857,10961,10961 Berlin Kreuzberg,17874,1.436641,3863284.85839844,10483.3444753717
3858,10967,"10967 Berlin-Kreuzberg (Hasenheide, Graefekiez, Hohenstaufenplatz, KH am Urban)",19571,1.246908,3352635.4921875,9772.05400482415
3859,10999,10999 Berlin Kreuzberg,24321,1.416985,3811055.57324219,13384.2180022263
3860,10435,10435 Berlin Prenzlauer Berg,15359,0.868376,2339913.875,9151.75416857011
3861,10439,10439 Berlin Prenzlauer Berg,25939,1.695422,4571434.25195313,14203.1451232427
3862,10437,10437 Berlin Prenzlauer Berg,27821,1.469108,3959901.17675781,11966.5468683202
3863,10405,10405 Berlin Prenzlauer Berg,27350,1.877471,5058330.62402344,14782.0994546935
3864,10407,10407 Berlin Prenzlauer Berg,21632,2.763551,7444969.29882813,15552.7614327234
3865,10245,10245 Berlin Friedrichshain,27732,3.378075,9086681.58398438,21807.6335015479
3866,10249,10249 Berlin Friedrichshain,25981,2.316836,6238755.99414063,17187.0011614117
3867,10243,10243 Berlin Friedrichshain,28390,2.863364,7706434.5703125,14572.9522977171
3868,10247,10247 Berlin Friedrichshain,32718,1.800185,4845710.54882813,11935.121020028
3869,10369,10369 Berlin Lichtenberg,19115,1.567092,4220823,10776.0853803199
3870,10823,10823 Berlin-West,8295,0.496247,1334202.91113281,9004.80775137946
3871,10367,10367 Berlin Lichtenberg,18902,1.711186,4607823.47460938,15148.5567638547
3872,10365,10365 Berlin Lichtenberg,22665,4.802197,12928885.4472656,23035.9958681392
3873,10317,10317 Berlin Rummelsburg,19072,4.163179,11196882.1347656,23588.2163789455
3874,10315,10315 Berlin Friedrichsfelde,28442,3.61032,9716735.24121094,23333.9356789863
3875,10713,10713 Berlin Wilmersdorf,10686,1.288442,3463860.29882813,10615.3048085956
3876,10711,10711 Berlin Halensee,9794,1.049378,2822888.67285156,10494.0395602759
3877,10709,10709 Berlin Wilmersdorf,8771,0.978243,2630995.85644531,9498.52864777338
3878,37249,37249 Neu-Eichenberg,1830,27.637295,70907404.6020508,48727.0587126712
3879,37124,37124 Rosdorf,11804,67.206423,173075275.164551,122505.849470222
3880,37083,37083 Göttingen,16945,11.107426,28646854.4453125,27979.154189041
3881,37079,37079 Göttingen,13896,38.701259,99986790.0239258,63709.0368185539
3882,37073,37073 Göttingen,14310,3.380463,8729434.37695313,21394.5872659473
3883,37081,37081 Göttingen,19384,8.412515,21721792.2636719,28508.7193475408
3884,01587,01587 Riesa,12390,7.476845,19073040.0117188,24458.8225686892
3885,37075,37075 Göttingen,16582,16.790963,43370539.9692383,41613.2685242814
3886,16837,16837 Rheinsberg,1730,121.534841,337047312.821289,128672.451545919
3887,16827,"16827 Alt Ruppin, Krangen, Molchow, Zermützel, Zippelsförde",3010,90.914561,250199541.488281,94544.7565672947
3888,16818,"16818 Albertinenhof, Altfriesack, Basdorf, Braunsberg, Dabergotz, Darsikow, Deutschhof, Gnewikow, Karwe, Katerbow, Kuhhorst, Langen, Lichtenberg, Märkisch Linden, Netzeband, Neu Glienicke, 
Pfalzheim, Radensleben, Rägelin, Ribbeckshorst u.a.",8227,413.293153,1135219530.97266,312933.214595403
3889,16909,"16909 Wittstock/Dosse, Heiligengrabe",19607,628.267366,1742965673.38672,285372.010703183
3890,16835,16835 Lindow u.a.,5666,150.30981,412943021.854492,155426.398720139
3891,37077,37077 Göttingen,15158,28.325691,73251302.1113281,45840.5446704144
3892,16845,16845 Neustadt (Dosse) u.a.,12736,477.014695,1304886080.49414,276618.62318265
3893,16831,16831 Rheinsberg,6175,175.174705,484798274.862305,207733.874952464
3894,16833,16833 Fehrbellin,6616,198.949676,542297642,136173.395488437
3895,37085,37085 Göttingen,19590,10.540661,27202787.9506836,25409.9965715254
3896,12043,12043 Berlin Neukölln zwischen Karl-Marx-Str (incl) und Sonnenallee (excl),13725,0.718058,1929746.74121094,13632.6033712104
3897,12055,12055 Berlin Neukölln,13438,0.863261,2319043.32324219,9450.30022436814
3898,12049,12049 Berlin Neukölln,18890,1.16987,3143506.97363281,11956.6917701638
3899,12047,12047 Berlin Neukölln (Kreuzkölln/Reuterkiez),13778,0.517082,1390315.14257813,7117.24060792064
3900,12059,12059 Berlin Neukölln,16059,1.215681,3267179.70507813,13812.6301972108
3901,12053,12053 Berlin Neukölln,15373,0.789719,2122065.6640625,12448.222711658
3902,12051,12051 Berlin Neukölln,22413,1.51962,4081523.15332031,11994.165734029
3903,12045,12045 Berlin Neukölln,15523,0.673226,1809712.88964844,8829.13632816991
3904,12057,12057 Berlin Neukölln,14734,3.190786,8570376.625,16654.5844467049
3905,12347,12347 Berlin Britz,17699,3.996365,10726016.4316406,19764.3035953525
3906,12359,12359 Berlin Britz,19945,4.790546,12855157.8994141,27743.5072304388
3907,12351,12351 Berlin Buckow,19154,3.340035,8956863.17089844,25416.0667873914
3908,12437,12437 Berlin Baumschulenweg,21740,6.466252,17363145.3730469,22123.76021286
3909,12353,12353 Berlin Gropiusstadt,31768,2.744118,7355459.02050781,22550.5467014417
